SimplifiedName,TraditionalName,PinyinName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id
木克土,木克土,,wood restrains earth,,,"the category of wood restricts or checks the category of earth, also called wood controlling earth",3
火克金,火克金,,fire restrains metal,,,"the category of fire restricts or checks the category of metal, also called fire controlling metal",3
土克水,土克水,,earth restrains water,,,"the category of earth restricts or checks the category of water, also called earth controlling water",3
水克火,水克火,,water restrains fire,,,"the category of water restricts or checks the category of fire, also called water controlling fire",3
精气学说,精氣學說,,essential qi theory,,,"one of the basic theories in traditional Chinese medicine about qi, the essential part of which constitutes the body and maintain the activities of life, visceral function and metabolism",3
金克木,金克木,,metal restrains wood,,,"the category of metal restricts or checks the category of wood, also called metal controlling wood",3
(相)乘,(相)乘,,overwhelming,,,"abnormally severe restraining of the five phases in the same sequence as normal restraining, also known as over-acting",3
(相）侮,(相）侮,,rebellion,,,"restraining opposite to that of the normal restraining sequence of the five phases, also known as insulting",3
五常,五常,,five constants,,,"a collective term referring to wood, fire, earth, metal and water in normal movement",3
制化,制化,,inhibition and generation,,,the engendering and restraining relationships for maintaining a relative balance and normal coordination in the five phase theory,3
几害承制,幾害承制,,harmful hyperactivity and responding inhibition,,,"one of the principles of the five phase theory indicating that hyperactivity of any phase is harmful, and its restriction will restore the normal balance",3
母气,母氣,,mother qi,,,qi of the viscus that engenders in the engendering sequential relationship of the five phases,3
子气,子氣,,child qi,,,qi of the viscus that is engendered in the engendering sequential relationship of the five phases,3
母子相及,母子相及,,mother and child affecting each other,,,influence of one phase exerted on the phase that it engenders or that engenders it sequentially,3
阴阳学说,陰陽學說,,yin-yang theory,,,"an ancient Chinese philosophical concept, dealing with two opposite aspects of matters in nature which are interrelated with each other. Its principle is widely applied to traditional Chinese medicine",3
阴阳,陰陽,,yin and yang,,,"the general descriptive terms for the two opposite, complementary and inter-related cosmic forces found in all matter in nature. The ceaseless motion of both yin and yang gives rise to all changes seen in the world",3
阴,陰,,yin,,,"In Chinese philosophy, the feminine, latent and passive    principle (characterized by dark, cold, wetness, passivity, disintegration, etc.) of the two opposing cosmic forces into which creative energy divides and whose fusion in physical matter brings the phenomenal world into being",3
阳,陽,,yang,,,"In Chinese philosophy, the masculine, active and positive principle (characterized by light, warmth, dryness, activity, etc.) of the two opposing cosmic",3
阴中之阳,陰中之陽,,yang within yin,,,"the yang aspect of the yin category, for example, the night is regarded as yin in relation to daytime, the period between midnight and dawn is the yang part within yin",3
精，神，气，血， 津液,精，神，氣，血， 津液,,"Essence, Spirit, Qi, Blood, Fluid and Humor",,,,3
精,精,,essence,,,⑴ the fundamental substance that builds up the physical structure and maintains body function; (2) reproductive essence stored in the kidney,3
魄,魄,,corporeal soul,,,the animating part of one's mind,3
/琶、,/琶、,,ideation,,,act or power of thinking and forming ideas,3
志,志,,will,,,mental power by which a person can direct his thoughts and actions,3
命门,命門,,life gate,,,"(1) the place where qi transformation of the human body originates, serving as the root of life; (2) right kidney; (3) acupuncture point (GV4)",3
命门之火； 先天之火,命門之火； 先天之火,,life gate fire,,,"innate fire from the life gate, a synonym of kidney yang",3
君火,君火,,sovereign fire,,,"another name for heart fire, in contrast to the ministerial fire",3
相火,相火,,ministerial fire,,,"a kind of physiological fire originating in the kidney and attached to the liver, gallbladder and triple energizer, which, in cooperation with the sovereign fire from the heart, warms the viscera and promotes their activities. If this fire is hyperactive, it is also harmful to the body",3
子气,子氣,[zi qi],①    child-element/phase qi ②    edema of legs in pregnancy,,,,3
重阴必阳，重 阳必阴,重陰必陽，重 陽必陰,"[chong yin bi yang, chong yang bi yin]","extreme yin turning into yang, extreme yang turning into yin",,,,3
制化,制化,[zhi hud],restriction and generation,,,,3
阴中之阴,陰中之陰,[yin zhong zhi yin],yin within yin,,,,3
阴中之阳,陰中之陽,[yin zhong zhi yang],yang within yin,,,,3
阴阳自和,陰陽自和,[yin yang zi he],spontaneous harmonization of yin and yang,,,,3
阴阳转化,陰陽轉化,[yin yang zhuan hud],yin-yang conversion,,,,3
阴阳之要，阳 密乃固,陰陽之要，陽 密乃固,"[yin ydng zhi yd o, ydng mi nai gu]",The key factor of yin and yang is that only when yang is compact can it strengthen yin essence.,,,,3
阴阳学说,陰陽學說,[yin yang xue shuo],yin-yang theory,,,,3
阴阳消长,陰陽消長,[yin yang xiao zhang],waning and waxing of yin and yang,,,,3
阴阳调和,陰陽調和,[yin yang tiao he],yin-yang harmony,,,,3
阴阳平衡,陰陽平衡,[yin yang phg heng],yin-yang balance,,,,3
阴阳离决，精气 乃绝,陰陽離決，精氣 乃絕,"[yin ydng li jue, jing qi nai jue]","If yin and yang separate from each other, essential qi will be exhausted.",,,,3
阴阳交感,陰陽交感,[yin yang jiao gdn],interaction of yin and yang,,,,3
阴阳互根,陰陽互根,[yin yang hu gSn],mutual rooting of yin and yang,,,,3
阴阳对立,陰陽對立,[yin yang dui li],opposition of yin and yang,,,,3
阴阳,陰陽,[yin yang],yin and yang; yin-yang,,,,3
阴胜则阳病,陰勝則陽病,[yin sheng ze ydng bing],predominant yin making yang disorder,,,,3
阴生于阳,陰生於陽,[yin sheng yu yang],yin originating from yang,,,,3
阴气,陰氣,[yin qi],yin qi,,,,3
阴平阳秘，精 神乃治,陰平陽秘，精 神乃治,"[yin ping ydng mi, jing shen nai zhi]",Only when yin is at peace and yang is compact can essence-spirit be normal.,,,,3
阴静阳躁,陰靜陽躁,[yin jing ydng zdo],static yin and dynamic yang,,,,3
阴,陰,㈣,yin,,,,3
阳中之阴,陽中之陰,[yang zhong zhi yin],yin within yang,,,,3
阳中之阳,陽中之陽,[yang zhong zhi yang],yang within yang,,,,3
阳为气阴为味,陽為氣陰為味,[yang wei qi yin wei wei],yang pertaining to qi and yin to flavor,,,,3
阳胜则阴病,陽勝則陰病,[ydng sheng ze yin bing],predominant yang making yin disorder,,,,3
阳生于阴,陽生於陰,[yang sheng yu ㈣,yang originating from yin,,,,3
阳生阴长,陽生陰長,[yang sheng yin zhang],yin growing while yang generating,,,,3
阳杀阴藏,陽殺陰藏,[ya ng sha yin cang],yin concealing while yang declined,,,,3
阳气者若天与 日,陽氣者若天與 日,[yang qi zhe ruo tian yu ri],Yang qi is just like the sun in the sky.,,,,3
阳气,陽氣,[yang qi],yang qi,,,,3
阳化气，阴成 形,陽化氣，陰成 形,"[ydng hud qi, yin cheng xing]",yang transforming qi while yin constituting form,,,,3
阳道实，阴道 虚,陽道實，陰道 虛,"[ydng ddo shi, yin ddo xu]","yang being often in excess, while yin in deficiency",,,,3
阳,陽,[yang],yang,,,,3
辛甘发散为阳,辛甘發散為陽,[xin gdn fa san wei yang],pungent and sweet with dispersing effect pertaining to yang,,,,3
五志,五志,[wu zhi],five emotions,,,,3
五音,五音,[wu yin],five notes,,,,3
五味,五味,[wu wei],five flavors,,,,3
五时,五時,[wu shf],five seasons,,,,3
五声,五聲,[wu sheng],five voices,,,,3
五行学说,五行學說,[wu Xng xu6 shuo],five-element/phase theory,,,,3
五行相侮,五行相侮,[wu xi^g xidng wu],counter-restriction among five elements/phases,,,,3
五行相生,五行相生,[wu xi^g xidng sheng],generation of five elements/ phases,,,,3
五行相克,五行相克,[wu xing xidng ke],restriction among five elements/phases,,,,3
五行相乘,五行相乘,[wu xing xidng cheng],over-restriction among five elements/phases,,,,3
五行,五行,[wU xing],five elements; five phases,,,,3
五宫,五宮,[wu gong],① five zang-organs ② five orientations,,,,3
土侮木,土侮木,[tu wu mu],earth counter-restricting wood,,,,3
土为水之所不 胜,土為水之所不 勝,[tU wei shui zhi suo bu sheng],earth being un-restricted by water,,,,3
土为木之所胜,土為木之所勝,[tu wei mu zhi suo sheng],earth being restricted by wood,,,,3
土生万物,土生萬物,[tu sheng wan wu],earth producing myriads of things,,,,3
土生金,土生金,[tU sheng jin],earth generating metal,,,,3
土克水,土克水,[tu ke shui],earth restricting water,,,,3
土爱稳稿,土愛穩稿,[1^ yuan jia se],earth characterized by sowing and reaping,,,,3
土,土,[tU],earth,,,,3
太阳,太陽,[tai yang],① great yang ② Taiyang (acupoint names of EX-HN 5 and GB-1)③ temple,,,,3
所胜,所勝,[suo sheng],element being restricted,,,,3
所不胜,所不勝,[suo bu sheng],element being un-restricted,,,,3
酸苦涌泄为阴,酸苦湧泄為陰,[suan ku yong xie wei yin],sour and bitter with emetic and purgative effects pertaining to yin,,,,3
水曰润下,水曰潤下,[shui yue run xia],water characterized by moistening and descending,,,,3
水侮土,水侮土,[shui wu tu],water counter-restricting earth,,,,3
水为土之所胜,水為土之所勝,[shui wei zhi suo sheng],water being restricted by earth,,,,3
水为火之所不 胜,水為火之所不 勝,[shui wei huo zhi suo bu sheng],water being un-restricted by fire,,,,3
水生木,水生木,[shui sheng mu],water generating wood,,,,3
水克火,水克火,[shui ke huo],water restricting fire,,,,3
水,水,[shui],water,,,,3
生之本本于阴 阳,生之本本於陰 陽,[sheng zhi ben ben yu yin ydng],human life being based on yin and yang,,,,3
生化,生化,[sheng hud],generation and transformation,,,,3
木曰曲直,木曰曲直,[mu yue qu zhf],wood characterized by bending and straightening,,,,3
木喜条达,木喜條達,[mu xi tiao da],wood preferring free activity,,,,3
木侮金,木侮金,[mu wu jin],wood counter-restricting metal,,,,3
木为土之所不 胜,木為土之所不 勝,[mu wei tu zhi suo bu sheng],wood being un-restricted by earth,,,,3
木为金之所胜,木為金之所勝,[mu wei jin zhi suo sheng],wood being restricted by metal,,,,3
木生火,木生火,[mu sheng huo],wood generating fire,,,,3
木克土,木克土,[mu ke tu],wood restricting earth,,,,3
木,木,[mu],wood,,,,3
母气,母氣,[mu qi],mother-element/phase qi,,,,3
亢害承制,亢害承制,[kdng hdi cheng zhi],harmful hyperactivity and responding inhibition,,,,3
金曰从革,金曰從革,[jin yue cong gej,metal characterized by changing,,,,3
金侮火,金侮火,[jin wu huo],metal counter-restricting fire,,,,3
金为木之所不 胜,金為木之所不 勝,[jin wei mu zhi suo bu sheng],metal being un-restricted by wood,,,,3
金为火之所胜,金為火之所勝,[jin wei huo zhi suo sheng],metal being restricted by fire,,,,3
金生水,金生水,[jin sheng shui],metal generating water,,,,3
金气肃杀,金氣肅殺,[jin qi su sha],metal characterized by clearing and downward,,,,3
金克木,金克木,[jin ke mu],metal restricting wood,,,,3
金,金,[Jin],metal,,,,3
火曰炎上,火曰炎上,[huo yue yan shang],fire characterized by flaring up,,,,3
火侮水,火侮水,[huo wu shui],fire counter-restricting water,,,,3
火为阳,火為陽,[huo wei yang],fire pertaining to yang,,,,3
火为水之所胜,火為水之所勝,[huo wei shui zhi suo sheng],fire being restricted by water,,,,3
火为金之所不 胜,火為金之所不 勝,[huo wei jin zhi suo bu sheng],fire being un-restricted by metal,,,,3
火生土,火生土,[huo sheng tu],fire generating earth,,,,3
火克金,火克金,[huo ke jin],fire restricting metal,,,,3
火,火,[huo],fire,,,,3
孤阳不生，独 阴不长,孤陽不生，獨 陰不長,"[gu yang bu sheng, du yin bu zhang]","solitary yang failing to grow, solitary yin failing to increase",,,,3
淡味渗泄为阳,淡味滲泄為陽,[dan wei shen xie wei yang],bland taste with dampness-excreting and diuretic effects pertaining to yang,,,,3
别异比类,別異比類,[bie yi bi lei],analogy,,,,3
悲胜怒,悲勝怒,[bei sheng nu],sorrow overcoming anger,,,,3
三宝,三寶,[sān bǎo],"the three treasures (i.e., essence, qi, and spirit)",,,,4
精气学说,精氣學說,[jīnɡ qì xué shuō],theory of essential qi,,,,4
气,氣,[qì],qi,,,,4
气化,氣化,[qì huà],qi transformation,,,,4
气机,氣機,[qì jī],qi movement (sometimes referred to as "qi mechanism" or "qi dynamic"),,,,4
升降出入,升降出入,[shēnɡ jiànɡ chū rù],"ascending, descending, exiting and entering <of qi movement>",,,,4
升降出入无器不有,升降出入無器不有,[shēnɡ jiànɡ chū rù wú qì bú yǒu],"ascending, descending, exiting and entering exist in everything",,,,4
